id,name_cn,name_jp,name_en,grade,ms_number,series,subcategory,price_jp_msrp,price_jp_market,price_us_msrp,price_us_market,price_cn_msrp,price_cn_market,created_at,updated_at
1032,2015 配件包C,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.773182,2026-01-12 06:58:25.773184
1033,2015 配件包D,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.773774,2026-01-12 06:58:25.773775
1034,2015 配件包E,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.774567,2026-01-12 06:58:25.774570
1035,2015 配件包F,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.775262,2026-01-12 06:58:25.775264
1036,2016 配件包A,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.775981,2026-01-12 06:58:25.775983
1037,2016 配件包B,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.776614,2026-01-12 06:58:25.776616
1038,2016 配件包C,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.777228,2026-01-12 06:58:25.777230
1039,2016 配件包D,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.777824,2026-01-12 06:58:25.777825
1040,2016 配件包E,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.778417,2026-01-12 06:58:25.778419
1041,2016 配件包F,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.778991,2026-01-12 06:58:25.778993
1042,2016 配件包G,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.779589,2026-01-12 06:58:25.779591
1043,2016 配件包H,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.780151,2026-01-12 06:58:25.780153
1044,2018 配件包A,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.780694,2026-01-12 06:58:25.780696
1045,2018 配件包B,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.781234,2026-01-12 06:58:25.781236
1046,2018 配件包C,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.781785,2026-01-12 06:58:25.781786
1047,2018 配件包D,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.782326,2026-01-12 06:58:25.782329
1048,2018 配件包E,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.783115,2026-01-12 06:58:25.783117
1049,2018 配件包F,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,,,,,,,2026-01-12 06:58:25.783703,2026-01-12 06:58:25.783705
1050,武器配件包 一番赏 J赏 J1~J4,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG Customize Campaign,800.0,,5.36,,40.0,,2026-01-12 06:58:25.784291,2026-01-12 06:58:25.784293
1051,小熊霸 燃焰红,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.784850,2026-01-12 06:58:25.784851
1052,小熊霸 闪电蓝,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.785415,2026-01-12 06:58:25.785417
1053,小熊霸 凯旋黄,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,500.0,,3.35,,25.0,,2026-01-12 06:58:25.785969,2026-01-12 06:58:25.785971
1054,小熊霸 未来粉,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.786514,2026-01-12 06:58:25.786516
1055,小熊霸 咖啡色,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.787063,2026-01-12 06:58:25.787065
1056,小熊霸 奶白色,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.787604,2026-01-12 06:58:25.787606
1057,熊猫霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.788504,2026-01-12 06:58:25.788506
1058,小熊霸 绿吉他,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.789068,2026-01-12 06:58:25.789070
1059,小熊霸 紫太鼓,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.789608,2026-01-12 06:58:25.789609
1060,小犬霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.790163,2026-01-12 06:58:25.790164
1061,小喵霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.790692,2026-01-12 06:58:25.790694
1062,小熊霸 冰淇淋,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.791359,2026-01-12 06:58:25.791361
1063,小熊霸 巧克力,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.791909,2026-01-12 06:58:25.791911
1064,粉色小熊霸&小小熊霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,550.0,,3.69,,27.5,,2026-01-12 06:58:25.792454,2026-01-12 06:58:25.792456
1065,小熊霸 灰色&标语板,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.792987,2026-01-12 06:58:25.792989
1066,小熊霸 锈橙色&标语板,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.793527,2026-01-12 06:58:25.793528
1067,文奈 小熊霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,900.0,,6.03,,45.0,,2026-01-12 06:58:25.794159,2026-01-12 06:58:25.794161
1068,强子 小熊霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.794840,2026-01-12 06:58:25.794842
1069,刹那·F·清英 蓝色&标语牌,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.795552,2026-01-12 06:58:25.795554
1070,小熊霸 洛克昂·史特拉托斯 绿色&标语牌,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.796112,2026-01-12 06:58:25.796114
1071,小熊霸 格拉汉姆 白色&标语牌,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.796665,2026-01-12 06:58:25.796666
1072,阿雷路亚 橙色&标语牌,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.797206,2026-01-12 06:58:25.797207
1073,提耶利亚 紫色&标语牌,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.797737,2026-01-12 06:58:25.797738
1074,独角兽白小熊霸&看板,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.798278,2026-01-12 06:58:25.798279
1075,小熊霸(碧蓝色)&标识牌,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.798808,2026-01-12 06:58:25.798810
1076,桃子 小熊霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,900.0,,6.03,,45.0,,2026-01-12 06:58:25.799348,2026-01-12 06:58:25.799350
1077,菖蒲 小熊霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,,,,,,,2026-01-12 06:58:25.799891,2026-01-12 06:58:25.799893
1078,小熊霸 莎拉,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,900.0,,6.03,,45.0,,2026-01-12 06:58:25.800752,2026-01-12 06:58:25.800754
1079,正义骑士小熊霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY,900.0,,6.03,,45.0,,2026-01-12 06:58:25.801318,2026-01-12 06:58:25.801319
1080,量产型小熊霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,600.0,,4.02,,30.0,,2026-01-12 06:58:25.801865,2026-01-12 06:58:25.801866
1081,黑色三连星小熊霸,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,,,,,,,2026-01-12 06:58:25.802414,2026-01-12 06:58:25.802415
1082,小熊霸套装 7-11限定Ver.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,,,,,,,2026-01-12 06:58:25.802958,2026-01-12 06:58:25.802960
1083,小熊霸 金色电镀&标语板,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,900.0,,6.03,,45.0,,2026-01-12 06:58:25.803531,2026-01-12 06:58:25.803533
1084,小熊霸 银色电镀&标语板,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,,,,,,,2026-01-12 06:58:25.804066,2026-01-12 06:58:25.804068
1085,小熊霸 FORTUNE RED,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,,,,,,,2026-01-12 06:58:25.804596,2026-01-12 06:58:25.804597
1086,小熊霸 LUCKY ORANGE,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,,,,,,,2026-01-12 06:58:25.805369,2026-01-12 06:58:25.805372
1087,小熊霸 7-ELEVEN制服造型Ver.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,,,,,,,2026-01-12 06:58:25.806112,2026-01-12 06:58:25.806114
1088,小熊霸 三红模式,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,,,,,,,2026-01-12 06:58:25.806838,2026-01-12 06:58:25.806841
1089,小熊霸 高达基地配色,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,,,,,,,2026-01-12 06:58:25.807735,2026-01-12 06:58:25.807737
1090,小熊霸 金&银&铜 电镀版,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG PETIT'GGUY 其他限定版,,,,,,,2026-01-12 06:58:25.808478,2026-01-12 06:58:25.808480
1091,哈啰 歌姬红,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.809044,2026-01-12 06:58:25.809046
1092,哈啰 狙击橙,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.809605,2026-01-12 06:58:25.809607
1093,哈罗 绿,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,500.0,,3.35,,25.0,,2026-01-12 06:58:25.810159,2026-01-12 06:58:25.810161
1094,粉色特装版哈啰,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.810691,2026-01-12 06:58:25.810693
1095,哈罗 快乐黄,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.811231,2026-01-12 06:58:25.811233
1096,哈罗 蓝,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.811906,2026-01-12 06:58:25.811909
1097,哈啰 狙击橙 透明Ver.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,500.0,,3.35,,25.0,,2026-01-12 06:58:25.812602,2026-01-12 06:58:25.812604
1098,哈罗 高达基地配色,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.813161,2026-01-12 06:58:25.813163
1099,哈罗 透明绿色Ver.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,500.0,,3.35,,25.0,,2026-01-12 06:58:25.813750,2026-01-12 06:58:25.813752
1100,铁球哈罗,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.814329,2026-01-12 06:58:25.814331
1101,哈罗机器人,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.814893,2026-01-12 06:58:25.814895
1102,猪猪哈罗,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.815466,2026-01-12 06:58:25.815467
1103,桃桃哈罗(彩透版),,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,600.0,,4.02,,30.0,,2026-01-12 06:58:25.816010,2026-01-12 06:58:25.816012
1104,哈罗 永恒粉,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,500.0,,3.35,,25.0,,2026-01-12 06:58:25.816622,2026-01-12 06:58:25.816625
1105,哈罗 白色&透明,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.817383,2026-01-12 06:58:25.817385
1106,棒球哈罗,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.817962,2026-01-12 06:58:25.817964
1107,哈罗 三国创杰传Ver.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,600.0,,4.02,,30.0,,2026-01-12 06:58:25.818633,2026-01-12 06:58:25.818635
1108,哈罗 黑色三连星Ver.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.819218,2026-01-12 06:58:25.819219
1109,扎古莱罗哈罗,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,750.0,,5.03,,37.5,,2026-01-12 06:58:25.819778,2026-01-12 06:58:25.819780
1110,哈罗(基础绿)[新版],,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.820336,2026-01-12 06:58:25.820337
1111,哈罗装卸机器人,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.820875,2026-01-12 06:58:25.820877
1112,Hello Kitty 哈罗,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,1000.0,,6.7,,50.0,,2026-01-12 06:58:25.821462,2026-01-12 06:58:25.821465
1113,哈罗 OLYMPIC MODEL 东京奥林匹克 VER.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.822151,2026-01-12 06:58:25.822154
1114,哈罗 OLYMPIC MODEL 东京残疾人奥林匹克 VER.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.822808,2026-01-12 06:58:25.822810
1115,哈罗 J联赛Ver.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.823579,2026-01-12 06:58:25.823582
1116,哈罗Fitter,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.824196,2026-01-12 06:58:25.824197
1117,黑色三连星哈罗(彩透版),,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,500.0,,3.35,,25.0,,2026-01-12 06:58:25.824817,2026-01-12 06:58:25.824819
1118,机动哈罗[高达基地配色],,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,1200.0,,8.04,,60.0,,2026-01-12 06:58:25.825446,2026-01-12 06:58:25.825448
1119,哈罗 SKY BLUE,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.825998,2026-01-12 06:58:25.825999
1120,哈罗GUNDAM FACTORY YOKOHAMA配色,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.826546,2026-01-12 06:58:25.826548
1121,哈罗 高达Ver.,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.827097,2026-01-12 06:58:25.827099
1122,哈罗[薰衣草色],,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.827641,2026-01-12 06:58:25.827642
1123,哈罗[栗子棕色],,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.828179,2026-01-12 06:58:25.828181
1124,哈罗[GUNDAM WORLD CONTRAST配色],,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.828707,2026-01-12 06:58:25.828709
1125,哈罗 福冈高达园配色 SIDE-F,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,600.0,,4.02,,30.0,,2026-01-12 06:58:25.829420,2026-01-12 06:58:25.829423
1126,哈罗[奶油白],,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,600.0,,4.02,,30.0,,2026-01-12 06:58:25.830038,2026-01-12 06:58:25.830040
1127,哈罗[粉花色],,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.830627,2026-01-12 06:58:25.830628
1128,哈罗[花园绿],,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,600.0,,4.02,,30.0,,2026-01-12 06:58:25.831216,2026-01-12 06:58:25.831218
1129,哈罗 实色透明版,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,,,,,,,2026-01-12 06:58:25.831752,2026-01-12 06:58:25.831754
1130,哈罗 [特别涂层版] 金&银,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HAROPLA,4000.0,,26.8,,200.0,,2026-01-12 06:58:25.832291,2026-01-12 06:58:25.832292
1131,万代,,,HGBF/BD,,钢普拉Build 综合拼装模型系列,HG高达创战者,3500.0,,23.45,,175.0,,2026-01-12 06:58:25.832745,2026-01-12 06:58:25.832747
1132,30MM,,,30MM,,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,Porta Nova,,,,,,,2026-01-12 08:03:12.240124,2026-01-12 08:03:12.240128
1133,RaD CC-2000 ORBITER nightfall,,,30MM,CC-2000,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,3500.0,,23.45,,175.0,,2026-01-12 08:03:12.252407,2026-01-12 08:03:12.252411
1134,SCHNEIDER NACHTREIHER/40E Steel Haze,,,30MM,,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,3500.0,,23.45,,175.0,,2026-01-12 08:03:12.253615,2026-01-12 08:03:12.253619
1135,武器套装01,,,30MM,,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1500.0,,10.05,,75.0,,2026-01-12 08:03:12.254662,2026-01-12 08:03:12.254665
1136,BALAM INDUSTRIES BD-011 MELANDER Liger Tail,,,30MM,BD-011,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,4800.0,,32.16,,240.0,,2026-01-12 08:03:12.255564,2026-01-12 08:03:12.255567
1137,RaD CC-2000 ORBITER,,,30MM,CC-2000,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,2300.0,,15.41,,115.0,,2026-01-12 08:03:12.256754,2026-01-12 08:03:12.256758
1138,武器套装02,,,30MM,,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1500.0,,10.05,,75.0,,2026-01-12 08:03:12.257805,2026-01-12 08:03:12.257807
1139,武器套装03,,,30MM,,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1500.0,,10.05,,75.0,,2026-01-12 08:03:12.258655,2026-01-12 08:03:12.258657
1140,武器套装04,,,30MM,,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1500.0,,10.05,,75.0,,2026-01-12 08:03:12.259480,2026-01-12 08:03:12.259482
1141,武器套装05,,,30MM,,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1700.0,,11.39,,85.0,,2026-01-12 08:03:12.260143,2026-01-12 08:03:12.260145
1142,BALAM INDUSTRIES BD-011 MELANDER,,,30MM,BD-011,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,2300.0,,15.41,,115.0,,2026-01-12 08:03:12.260791,2026-01-12 08:03:12.260793
1143,RaD CC-3000 WRECKER Milk Tooth,,,30MM,CC-3000,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,3500.0,,23.45,,175.0,,2026-01-12 08:03:12.261424,2026-01-12 08:03:12.261426
1144,ARQUEBUS ADD VE-40A Open Faith,,,30MM,VE-40A,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,4800.0,,32.16,,240.0,,2026-01-12 08:03:12.262005,2026-01-12 08:03:12.262007
1145,武器套装06,,,30MM,,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1500.0,,10.05,,75.0,,2026-01-12 08:03:12.262815,2026-01-12 08:03:12.262817
1146,Arquebus Add VE-40A,,,30MM,VE-40A,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,3800.0,,25.46,,190.0,,2026-01-12 08:03:12.263659,2026-01-12 08:03:12.263661
1147,01 eEXM-17 Alto 白色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1280.0,,8.58,,64.0,,2026-01-12 08:03:12.264400,2026-01-12 08:03:12.264402
1148,02 eEXM-17 Alto 黄色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1280.0,,8.58,,64.0,,2026-01-12 08:03:12.265010,2026-01-12 08:03:12.265012
1149,03 eEXM-17 Alto 蓝色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1280.0,,8.58,,64.0,,2026-01-12 08:03:12.265633,2026-01-12 08:03:12.265635
1150,07 eEXM-17 Alto 红色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1300.0,,8.71,,65.0,,2026-01-12 08:03:12.266232,2026-01-12 08:03:12.266234
1151,09 eEXM-17 Alto 深灰色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1300.0,,8.71,,65.0,,2026-01-12 08:03:12.266855,2026-01-12 08:03:12.266857
1152,11 eEXM-17 Alto 绿色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1280.0,,8.58,,64.0,,2026-01-12 08:03:12.267422,2026-01-12 08:03:12.267423
1153,13 eEXM-17 Alto 黑色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1300.0,,8.71,,65.0,,2026-01-12 08:03:12.267973,2026-01-12 08:03:12.267974
1154,15 eEXM-17 Alto 空战装备,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1800.0,,12.06,,90.0,,2026-01-12 08:03:12.268594,2026-01-12 08:03:12.268596
1155,17 eEXM-17 Alto 紫色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1280.0,,8.58,,64.0,,2026-01-12 08:03:12.269373,2026-01-12 08:03:12.269382
1156,19 eEXM-17 Alto 陆战装备 棕色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1800.0,,12.06,,90.0,,2026-01-12 08:03:12.270039,2026-01-12 08:03:12.270042
1157,21 eEXM-17 Alto 灰色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1280.0,,8.58,,64.0,,2026-01-12 08:03:12.270774,2026-01-12 08:03:12.270776
1158,26 eEXM-17 Alto 空战装备 橙色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1800.0,,12.06,,90.0,,2026-01-12 08:03:12.271355,2026-01-12 08:03:12.271357
1159,29 eEXM-17 Alto 陆战装备 橄榄色,,,30MM,EXM-17,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1800.0,,12.06,,90.0,,2026-01-12 08:03:12.271911,2026-01-12 08:03:12.271913
1160,eEXM-17A Alto(X777部队所属机),,,30MM,EXM-17A,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,2300.0,,15.41,,115.0,,2026-01-12 08:03:12.272454,2026-01-12 08:03:12.272456
1161,eEXM-17FA 全装甲Alto,,,30MM,EXM-17F,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1980.0,,13.27,,99.0,,2026-01-12 08:03:12.272988,2026-01-12 08:03:12.272990
1162,23 eEXM-21 Rabiot 白色,,,30MM,EXM-21,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1380.0,,9.25,,69.0,,2026-01-12 08:03:12.273633,2026-01-12 08:03:12.273635
1163,24 eEXM-21 Rabiot 橙色,,,30MM,EXM-21,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1380.0,,9.25,,69.0,,2026-01-12 08:03:12.274231,2026-01-12 08:03:12.274233
1164,25 eEXM-21 Rabiot 深灰色,,,30MM,EXM-21,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1400.0,,9.38,,70.0,,2026-01-12 08:03:12.275107,2026-01-12 08:03:12.275109
1165,32 eEXM-21 Rabiot 海军蓝,,,30MM,EXM-21,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1380.0,,9.25,,69.0,,2026-01-12 08:03:12.275728,2026-01-12 08:03:12.275731
1166,36 eEXM-21 Rabiot 绿色,,,30MM,EXM-21,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1380.0,,9.25,,69.0,,2026-01-12 08:03:12.276335,2026-01-12 08:03:12.276337
1167,eEXM-21 Rabiot(R623部队所属机),,,30MM,EXM-21,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,2300.0,,15.41,,115.0,,2026-01-12 08:03:12.276891,2026-01-12 08:03:12.276893
1168,40 eEXM-30 Espossito β,,,30MM,EXM-30,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1280.0,,8.58,,64.0,,2026-01-12 08:03:12.277437,2026-01-12 08:03:12.277439
1169,41 eEXM-30 Espossito α,,,30MM,EXM-30,30 MINUTES MISSIONS 30MM 1/144科幻拼装模型,装甲核心,1280.0,,8.58,,64.0,,2026-01-12 08:03:12.277962,2026-01-12 08:03:12.277964
